min,median,max,q1,q3
0.3828257620334625,0.5162404477596283,0.6224778294563293,0.49291664361953735,0.5417866855859756
0.4249446392059326,0.5398556888103485,0.6148388385772705,0.5209660232067108,0.5583899170160294
0.3590573072433471,0.5264034271240234,0.609817624092102,0.5025963187217712,0.5463528335094452
0.4185141026973724,0.5302233099937439,0.5998854041099548,0.5088765323162079,0.5467976629734039
0.3904823362827301,0.5185219645500183,0.5999771356582642,0.4935422837734222,0.538798600435257
0.3905723392963409,0.5371372699737549,0.6137956380844116,0.515018880367279,0.5567558109760284
0.3904797434806824,0.5127475261688232,0.6140472888946533,0.4855065941810608,0.5352108776569366
0.4114735126495361,0.5385453104972839,0.6168897151947021,0.5193016529083252,0.555210143327713
