Book,Character,F1,h,wF1,wh
The Lord of the Rings,Smaug,0.5200979709625244,1.7712451251066602e-07,0.542619526386261,4.9443843822256294e-09
The Lord of the Rings,Gimli,0.528266429901123,0.015900384194472504,0.527631938457489,0.00969064802144266
The Lord of the Rings,Elrond,0.5352104902267456,0.0008747134186128663,0.5248686075210571,7.300969141069368e-06
The Lord of the Rings,Arwen,0.5483658313751221,0.5523279271244332,0.5376333594322205,0.5089089964776239
The Lord of the Rings,Frodo Baggins,0.5377333164215088,9.035697432029486e-09,0.5416869521141052,5.802297185785331e-07
The Lord of the Rings,Gandalf,0.5118842720985413,3.945079369957593e-45,0.5626420974731445,4.3113945387056216e-11
The Lord of the Rings,Samwise Gamgee,0.5577294230461121,2.981547643814377e-05,0.5680708885192871,0.0021778630954974935
The Lord of the Rings,Bilbo Baggins,0.5365107655525208,4.011441318706742e-06,0.5382837653160095,0.0001248753727823876
The Lord of the Rings,Ancalagon,0.6005372405052185,3.2840676837191274,0.5838321447372437,1.2807182581958423
The Lord of the Rings,Shadowfax,0.609817624092102,2.95892640900092,0.568327784538269,3.212272673105406
The Lord of the Rings,Aragorn II,0.5422757863998413,4.8612584454676466e-08,0.5357530117034912,2.434739904538589e-08
The Lord of the Rings,Balin,0.545987606048584,0.007932553617886974,0.5478176474571228,0.2038783731632371
The Lord of the Rings,Bard,0.5182429552078247,0.002162145700173638,0.5426632761955261,0.1547218337105939
The Lord of the Rings,Beorn,0.5504730343818665,0.085132550300705,0.5943840146064758,0.7126986481207102
The Lord of the Rings,Boromir,0.5420252084732056,0.22081900843818056,0.550870954990387,0.16359202213848292
The Lord of the Rings,Celeborn,0.5485987067222595,0.02190105477119144,0.5946420431137085,0.16453140833193117
The Lord of the Rings,Celebrimbor,0.5228293538093567,5.406107067514158e-07,0.5549890995025635,0.0012554807472471236
The Lord of the Rings,Denethor II,0.5573152303695679,0.31914424595707896,0.5483073592185974,0.508731246913839
The Lord of the Rings,Éomer,0.5580714344978333,0.3236261659418649,0.5470423102378845,0.32522501465403647
The Lord of the Rings,Éowyn,0.5521554350852966,0.1293655174924256,0.5380213260650635,0.16802090272907622
The Lord of the Rings,Faramir,0.5335369110107422,2.1967111297571892e-08,0.5567378401756287,2.8856669039196348e-05
The Lord of the Rings,Galadriel,0.5303605198860168,7.340048864021387e-05,0.5638503432273865,7.3263597196728e-08
The Lord of the Rings,Gollum,0.5052807927131653,0.0013260696356764314,0.554164707660675,0.001460718455653867
The Lord of the Rings,Gríma,0.5811100006103516,0.0634458000697368,0.5591428279876709,0.005588450772252735
The Lord of the Rings,Halbarad,0.5582286715507507,3.670575046338486,0.5401188135147095,1.2928433926359921
The Lord of the Rings,Isildur,0.574586033821106,0.04522843497099993,0.5778614282608032,0.017950781750198378
The Lord of the Rings,Fíli and Kíli,0.5708042979240417,0.26466051466180257,0.5672894716262817,0.19833963372103242
The Lord of the Rings,Legolas,0.5817660093307495,9.36161988434402e-06,0.5635741949081421,2.2570975239926706e-07
The Lord of the Rings,Lúthien,0.5872931480407715,0.22006373046555364,0.5828491449356079,0.8041705413064058
The Lord of the Rings,Maedhros,0.5532121062278748,0.019956753038757373,0.5721025466918945,0.10107040548827986
The Lord of the Rings,Melian,0.5794527530670166,3.307422900641166,0.5590015053749084,3.073584179482273
The Lord of the Rings,Meriadoc Brandybuck,0.5564203858375549,0.29992656340542045,0.5594236850738525,0.6961992607617269
The Lord of the Rings,Peregrin Took,0.5510259866714478,0.11238016460328618,0.5441954731941223,0.1038993455436899
The Lord of the Rings,Radagast,0.5384013056755066,0.010025574558274722,0.5529459118843079,0.001764772093692779
The Lord of the Rings,Saruman,0.5446438193321228,1.645560489517107e-08,0.5790364742279053,1.015569751092595e-09
The Lord of the Rings,Sauron,0.5764209032058716,5.91416920796429e-11,0.5452271699905396,1.6357258609561865e-11
The Lord of the Rings,Shelob,0.5711640119552612,0.8855788018652117,0.5904821157455444,0.7000883469407051
The Lord of the Rings,Théoden,0.5519975423812866,0.09866108176780909,0.555400550365448,0.22905261725549744
The Lord of the Rings,Thingol,0.525633692741394,0.05392105070067942,0.5319950580596924,0.5369288406434378
The Lord of the Rings,Thranduil,0.5371208190917969,0.0007781050621102411,0.557759702205658,0.011569083517330495
The Lord of the Rings,Thrór,0.5758258104324341,0.14271825930646098,0.5465530157089233,0.29913103145762054
The Lord of the Rings,Thorin II,0.5422983765602112,0.0006771647491559665,0.5574193596839905,0.005260040025627861
The Lord of the Rings,Tom Bombadil,0.5692244172096252,0.009645233116915944,0.5694213509559631,0.00414448750599468
The Lord of the Rings,Treebeard,0.5466518998146057,1.3780849338300738,0.5745113492012024,1.1244812229406924
The Lord of the Rings,Túrin,0.5262561440467834,0.0009104604560052713,0.5351635217666626,0.0025890702421805896
The Lord of the Rings,Ungoliant,0.549044668674469,0.12897338179237902,0.5599000453948975,0.5747775007490585
The Lord of the Rings,Morgoth,0.53725266456604,8.902471080308492e-18,0.5663423538208008,1.498850148253101e-07
The Lord of the Rings,Watcher in the Water,0.5877236723899841,0.005900411522793419,0.5795498490333557,0.09462508934146906
The Lord of the Rings,Gil-galad,0.5680932998657227,0.0019113964772533405,0.5944396257400513,0.023324996549332365
The Lord of the Rings,Círdan,0.5733222961425781,0.007341932830518868,0.562244713306427,0.09469370496735291
The Lord of the Rings,Khamûl,0.49912017583847046,0.15829361369195277,0.5586355328559875,1.793892514561512
