Book,Character,F1,h,wF1,wh
The Lord of the Rings,Smaug,0.46762168407440186,3.724922355253677e-21,0.5347530841827393,8.39006346481678e-09
The Lord of the Rings,Gimli,0.528266429901123,0.015900384194472504,0.5297467112541199,3.6587035189293125e-06
The Lord of the Rings,Elrond,0.5346205830574036,1.2182569978153455e-05,0.5283806324005127,8.569360001906951e-05
The Lord of the Rings,Arwen,0.5464745759963989,0.11208375033655536,0.5634442567825317,0.3171620415186561
The Lord of the Rings,Frodo Baggins,0.4933287799358368,2.2419861327309956e-24,0.5521223545074463,5.530730346362966e-11
The Lord of the Rings,Gandalf,0.5118842720985413,3.945079369957593e-45,0.5488572716712952,4.507333238681804e-14
The Lord of the Rings,Samwise Gamgee,0.5230641961097717,3.6388793600571816e-10,0.564491331577301,0.0002008028794666619
The Lord of the Rings,Bilbo Baggins,0.5368724465370178,8.483566668142215e-07,0.5395867824554443,8.845692620365339e-07
The Lord of the Rings,Ancalagon,0.5647336840629578,0.34206757609694105,0.5720415115356445,1.852353893910325
The Lord of the Rings,Shadowfax,0.5648295283317566,0.3890149754448402,0.6138356924057007,2.0264992736182745
The Lord of the Rings,Aragorn II,0.50068598985672,1.7792492357607546e-10,0.5221123099327087,2.6781300021117034e-08
The Lord of the Rings,Balin,0.549350917339325,0.0002175015541521182,0.5550071597099304,0.012078182483243428
The Lord of the Rings,Bard,0.4945544898509979,1.033529165914471e-06,0.551708996295929,0.0006381300107068445
The Lord of the Rings,Beorn,0.5492223501205444,0.009763247573279519,0.6046136021614075,0.3106082462205135
The Lord of the Rings,Boromir,0.5420252084732056,0.22081900843818056,0.5554778575897217,0.7555878355906783
The Lord of the Rings,Celeborn,0.5357238054275513,0.006117017632728748,0.5699508786201477,0.006009502841518019
The Lord of the Rings,Celebrimbor,0.5222486257553101,3.842271298740694e-10,0.5446069240570068,1.931494013476193e-05
The Lord of the Rings,Denethor II,0.5514507293701172,0.15545236333574403,0.5512143969535828,0.16199054861883747
The Lord of the Rings,Éomer,0.5647557973861694,0.026362746594768064,0.5638369917869568,0.036879426742421346
The Lord of the Rings,Éowyn,0.5337315797805786,0.06434471167773242,0.5446906089782715,0.010124732064219195
The Lord of the Rings,Faramir,0.5335369110107422,2.1967111297571892e-08,0.5664160847663879,0.0003611172928179684
The Lord of the Rings,Galadriel,0.5171319842338562,7.709674113835753e-12,0.5553997755050659,1.397662792435749e-06
The Lord of the Rings,Gollum,0.5052807927131653,0.0013260696356764314,0.5564112663269043,1.3143583509927918e-06
The Lord of the Rings,Gríma,0.5212756395339966,5.251712903655633e-06,0.5692323446273804,0.027760496313004198
The Lord of the Rings,Halbarad,0.59017014503479,0.17977338601996573,0.560507595539093,0.3461992418406594
The Lord of the Rings,Isildur,0.5639517903327942,0.0017190756144345714,0.5704807043075562,0.0004900782759689015
The Lord of the Rings,Fíli and Kíli,0.5895729064941406,0.11118192359760987,0.5947471261024475,0.04020299214098461
The Lord of the Rings,Legolas,0.5817660093307495,9.36161988434402e-06,0.5815436244010925,9.335917510080494e-12
The Lord of the Rings,Lúthien,0.5723878145217896,0.027093655975641784,0.5899309515953064,0.031194724906269445
The Lord of the Rings,Maedhros,0.5226255059242249,0.0009328629238946545,0.5652932524681091,0.003966845178505649
The Lord of the Rings,Melian,0.5740463137626648,1.049376886917939,0.5787503719329834,0.2947167336101543
The Lord of the Rings,Meriadoc Brandybuck,0.5384873151779175,0.0005214794929133384,0.5795376896858215,0.36699710328639107
The Lord of the Rings,Peregrin Took,0.5489055514335632,0.04647847855429384,0.5671583414077759,0.25975607983160104
The Lord of the Rings,Radagast,0.5254383087158203,0.0021678267300095557,0.5309553742408752,5.30201603021464e-06
The Lord of the Rings,Saruman,0.5446438193321228,1.645560489517107e-08,0.575408935546875,2.564652520336228e-09
The Lord of the Rings,Sauron,0.55887770652771,9.520907263119774e-15,0.5742641687393188,3.2619453573375986e-16
The Lord of the Rings,Shelob,0.5686091780662537,0.0645494064807557,0.5777783393859863,0.07151369294099869
The Lord of the Rings,Théoden,0.5511192083358765,0.014601578256467934,0.5399253964424133,0.0065330640931554745
The Lord of the Rings,Thingol,0.5203168988227844,0.001398330916377449,0.563549816608429,0.3178218958311114
The Lord of the Rings,Thranduil,0.5269078612327576,6.092033510778044e-05,0.5660842061042786,0.0008985311352239484
The Lord of the Rings,Thrór,0.557720422744751,0.380471491167524,0.5456516146659851,0.06790001134567536
The Lord of the Rings,Thorin II,0.5450388193130493,0.0002251177071778885,0.5567585825920105,1.5075260576578153e-05
The Lord of the Rings,Tom Bombadil,0.5579453110694885,1.625276508679475e-05,0.5544760823249817,0.00020237098853071361
The Lord of the Rings,Treebeard,0.5496479272842407,1.162358646047961,0.5748980045318604,0.6830583733905908
The Lord of the Rings,Túrin,0.5359929203987122,0.003121299523826125,0.5554885864257812,0.012331644134071267
The Lord of the Rings,Ungoliant,0.4881405234336853,0.0009624979497275338,0.5739855170249939,0.8330432824824903
The Lord of the Rings,Morgoth,0.5190081596374512,2.0688363415154177e-37,0.5666493773460388,6.268660418340737e-14
The Lord of the Rings,Watcher in the Water,0.5358597040176392,8.377987745483357e-07,0.60096675157547,0.013327138080279525
The Lord of the Rings,Gil-galad,0.5429753065109253,3.992330854099503e-06,0.5805577635765076,0.0005277522935639328
The Lord of the Rings,Círdan,0.548431396484375,0.0009984551225111161,0.5604894161224365,0.0003506085197492391
The Lord of the Rings,Khamûl,0.5051393508911133,0.09735200655101299,0.5690168142318726,1.7721805113126634
