Book,Character,F1,h,wF1,wh
Twilight,Caius,0.5032059550285339,0.004225557163603094,0.5385996103286743,0.00446912266826019
Twilight,Marcus,0.5242221355438232,0.00031239546264646794,0.5059548616409302,0.0002575812630279014
Twilight,Jane,0.4662284553050995,7.231129503729666e-06,0.49856460094451904,7.089014437417575e-08
Twilight,Alec,0.45734626054763794,3.359363885576732e-08,0.5198443531990051,0.0005200181715442839
Twilight,Demetri,0.5109078884124756,8.155717012021489e-05,0.545673668384552,0.039412845144797766
Twilight,Felix,0.48887792229652405,1.5009940594018296e-05,0.5447016954421997,0.001459239089505946
Twilight,Heidi,0.45205116271972656,0.00016800234477232928,0.47188255190849304,0.0009332466402578426
Twilight,Santiago,0.500321090221405,1.2468754962383273,0.4711087644100189,0.12094997170767069
Twilight,James,0.45694515109062195,1.873352245885299e-12,0.5209974050521851,5.469161351854039e-06
Twilight,Victoria,0.45002231001853943,2.4296132185068976e-12,0.5165584683418274,4.309726062178165e-09
Twilight,Laurent,0.47539588809013367,0.0014116932360878226,0.5218551158905029,0.0066333819862924555
Twilight,Riley Biers,0.5229548811912537,0.0005162053381782197,0.5178256630897522,0.002962408575723675
Twilight,Bree Tanner,0.5580485463142395,0.011307999991632393,0.5131526589393616,0.00014645956747428183
Twilight,Mexican coven,0.4998178482055664,0.5380650017431479,0.512706995010376,0.4692169152583046
Twilight,Zafrina,0.5134309530258179,0.00600943695456046,0.5406683683395386,0.01988203986411187
Twilight,Senna,0.5020114183425903,1.1654473847385363,0.5421069860458374,3.3399386628683954
Twilight,Kachiri,0.5337878465652466,1.2243431248416545,0.5379436016082764,3.230076547233832
Twilight,Peter,0.477811336517334,0.0035910733978483694,0.5113801956176758,8.112589315640874e-05
Twilight,Charlotte,0.5051864385604858,0.05965288668987148,0.5192722082138062,0.23760044935092312
Twilight,Mary,0.4660108685493469,0.3373203105847336,0.5035999417304993,0.5700600729471494
Twilight,Randall,0.553048312664032,1.454575429737306,0.5498643517494202,3.8130195171475982
Twilight,Eleazar,0.4954434037208557,8.21575146284907e-06,0.5252564549446106,0.0046762128614364264
Twilight,Carmen,0.4769243597984314,0.0020450478101498182,0.529487669467926,0.06672134607886017
Twilight,Tanya,0.4598340392112732,3.2839210098507054e-15,0.511573314666748,9.316443602184018e-07
Twilight,Kate,0.47002872824668884,0.011458645602367003,0.522560179233551,0.0005613060321858298
Twilight,Garrett,0.47185611724853516,0.00042735759927700346,0.5253652334213257,0.04221779826888396
Twilight,Sasha,0.4636020064353943,0.43482614244054507,0.5213740468025208,0.39452771439160483
Twilight,Vasilii,0.48688390851020813,0.9821019779920626,0.5375935435295105,1.6325823342779708
Twilight,Irina,0.4536858797073364,0.001309239659997363,0.4939875900745392,0.0013506494225449766
Twilight,Tia,0.44756224751472473,0.00012134499803445302,0.5206810235977173,0.12014315681968897
Twilight,Amun,0.44756171107292175,0.00021192978263852205,0.5199306011199951,0.0018816264449106625
Twilight,Benjamin,0.5174652934074402,0.021134095012226007,0.4865785241127014,8.920801700391271e-07
Twilight,Kebi,0.4648018479347229,0.060231524608156346,0.5248673558235168,0.5233448042994691
Twilight,Nahuel,0.48769065737724304,3.2679717680445454e-06,0.5109698176383972,0.010026147084842353
Twilight,Huilen,0.5121077299118042,0.023311759709018283,0.49811139702796936,0.0021069506874706093
Twilight,Sam Uley,0.5355950593948364,3.600960145056e-05,0.540189266204834,1.1542121422218382e-05
Twilight,Quil Ateara V,0.5615991950035095,0.049334579202423616,0.5382692217826843,0.034767448523621326
Twilight,Embry Call,0.44954755902290344,1.2256301981221556e-05,0.5312647819519043,0.13569891204837695
Twilight,Paul Lahote,0.5150099992752075,0.030338244146753793,0.5465271472930908,0.022135635746216773
Twilight,Jared Cameron,0.5024563670158386,0.05579684942294649,0.5359641909599304,0.03200303513263347
Twilight,Leah Clearwater,0.5080369710922241,8.0013803633786e-08,0.5539224147796631,0.002451796911517205
